"img href","img src","v5-item","price-offer","price-offer 2","price-tradein","price-tradein 2","price","price 2","specs","specs 2","specs 3","specs 4","specs 5","specs 6","specs 7","specs 8","promotion"
"https://hoanghamobile.com/laptop/laptop-acer-aspire-3-a315-58-52kt-nx-am0sv-006-chinh-hang","https://cdn.hoanghamobile.com/Uploads/2023/10/12/aspire-3-a315-58-sg-01b.png;trim.threshold=80;trim.percentpadding=0.5;width=250;height=150;mode=pad;paddingWidth=5;","Laptop Acer Aspire 3 A315-58-52KT (NX.AM0SV.006)","Giá HSSV","11,190,000 ₫","Giá lên đời từ","8,990,000 ₫","11,990,000 ₫","15,490,000 ₫","i5 - 1135G7","8GB","512GB SSD","GPU tích hợp","15.6 inch","1920x1080","60Hz","1.7kg","14"
"https://hoanghamobile.com/laptop/laptop-hp-14s-ep0128tu-8u6l5pa-chinh-hang","https://cdn.hoanghamobile.com/Uploads/2023/10/13/hp-14s-ad.png;trim.threshold=80;trim.percentpadding=0.5;width=250;height=150;mode=pad;paddingWidth=5;","Laptop HP 14s-ep0128TU (8U6L5PA)","Giá HSSV","15,690,000 ₫","Giá lên đời từ","13,190,000 ₫","16,190,000 ₫","18,799,000 ₫","i5 - 1335U","8GB","512GB SSD","GPU tích hợp","14 inch","1920x1080","60Hz","1.46kg","13"
"https://hoanghamobile.com/laptop/laptop-hp-14s-ep0112tu-8c5l1pa-chinh-hang","https://cdn.hoanghamobile.com/Uploads/2023/10/13/hp-14s-ad.png;trim.threshold=80;trim.percentpadding=0.5;width=250;height=150;mode=pad;paddingWidth=5;","Laptop HP 14s-ep0112TU (8C5L1PA)","Giá HSSV","16,290,000 ₫","Giá lên đời từ","13,790,000 ₫","16,790,000 ₫","19,599,000 ₫","i5 - 1335U","16GB","512GB SSD","GPU tích hợp","14 inch","1920x1080","60Hz","1.46kg","14"
"https://hoanghamobile.com/laptop/laptop-hp-pavilion-15-eg3093tu-8c5l4pa-chinh-hang","https://cdn.hoanghamobile.com/Uploads/2023/10/13/hp-14s-ad.png;trim.threshold=80;trim.percentpadding=0.5;width=250;height=150;mode=pad;paddingWidth=5;","Laptop HP Pavilion 15-eg3093TU (8C5L4PA)","Giá HSSV","18,790,000 ₫","Giá lên đời từ","16,290,000 ₫","19,290,000 ₫","21,299,000 ₫","i5 - 1335U","16GB","512GB SSD","GPU tích hợp","15.6 inch","1920x1080","60Hz","1.69kg","14"
"https://hoanghamobile.com/laptop/laptop-asus-vivobook-15-x1504va-nj070w-chinh-hang","https://cdn.hoanghamobile.com/Uploads/2023/07/31/x1504va-1_638264189418692393.png;trim.threshold=80;trim.percentpadding=0.5;width=250;height=150;mode=pad;paddingWidth=5;","Laptop ASUS VivoBook 15 X1504VA-NJ070W","Giá HSSV","14,490,000 ₫","Giá lên đời từ","12,490,000 ₫","15,490,000 ₫","18,490,000 ₫","i5 - 1335U","16GB","512GB SSD","GPU tích hợp","15.6 inch","1920x1080","60Hz","1.70kg","14"
"https://hoanghamobile.com/laptop/laptop-asus-vivobook-15-oled-a1505va-l1201w-chinh-hang","https://cdn.hoanghamobile.com/Uploads/2023/08/18/l1201w-1.png;trim.threshold=80;trim.percentpadding=0.5;width=250;height=150;mode=pad;paddingWidth=5;","Laptop ASUS Vivobook 15 OLED A1505VA-L1201W","Giá HSSV","20,190,000 ₫","Giá lên đời từ","17,690,000 ₫","20,690,000 ₫","24,990,000 ₫","i9 - 13900H","16GB","512GB SSD","GPU tích hợp","15.6 inch","1920x1080","60Hz","1.70kg","13"
"https://hoanghamobile.com/laptop/laptop-lenovo-ideapad-5-pro-16arh7-82sn003jvn-chinh-hang","https://cdn.hoanghamobile.com/Uploads/2023/02/20/image-removebg-preview-5.png;trim.threshold=80;trim.percentpadding=0.5;width=250;height=150;mode=pad;paddingWidth=5;","Laptop Lenovo IdeaPad 5 Pro 16ARH7-82SN003JVN","Giá HSSV","20,390,000 ₫","Giá lên đời từ","18,690,000 ₫","21,690,000 ₫","24,990,000 ₫","R5 - 6600HS","16GB","512GB SSD","RTX 3050","16 inch","2560x1600","120Hz","1.95kg","13"
"https://hoanghamobile.com/laptop/laptop-lg-gram-2022-14zd90q-g-ax32a5-chinh-hang","https://cdn.hoanghamobile.com/Uploads/2023/03/06/14zd90q-g-ax32a5-1.png;trim.threshold=80;trim.percentpadding=0.5;width=250;height=150;mode=pad;paddingWidth=5;","Laptop LG gram 2022 14ZD90Q-G.AX32A5","Giá HSSV","14,990,000 ₫","Giá lên đời từ","12,490,000 ₫","15,490,000 ₫","23,290,000 ₫","i3 - 1220P","8GB","256GB SSD","GPU tích hợp","14 inch","1920x1200","60Hz","0.99kg","13"
"https://hoanghamobile.com/laptop/laptop-lenovo-ideapad-3-14iau7-82rj009mvn-chinh-hang","https://cdn.hoanghamobile.com/Uploads/2023/04/04/82rj009mvn-1.png;trim.threshold=80;trim.percentpadding=0.5;width=250;height=150;mode=pad;paddingWidth=5;","Laptop Lenovo IdeaPad 3 14IAU7-82RJ009MVN","Giá HSSV","7,590,500 ₫","Giá lên đời từ","4,990,000 ₫","7,990,000 ₫","13,990,000 ₫","i3 - 1215U","8GB","256GB SSD","GPU tích hợp","14 inch","1920x1080","60Hz","1.43kg","13"
"https://hoanghamobile.com/lap-top/macbook-air-m2-13-6-2022-512gb-chinh-hang-apple-viet-nam","https://cdn.hoanghamobile.com/Uploads/2022/06/07/mac-air-m2-stalight-1.png;trim.threshold=80;trim.percentpadding=0.5;width=250;height=150;mode=pad;paddingWidth=5;","MacBook Air M2 13.6"" (8GB/512GB) Apple Việt Nam","","","","","29,990,000 ₫","36,990,000 ₫","Apple - M2","8GB","512GB SSD","GPU tích hợp","13.6 inch","2560x1664","60Hz","1.24 kg","11"
"https://hoanghamobile.com/laptop/laptop-gaming-acer-nitro-5-an515-57-5669-chinh-hang","https://cdn.hoanghamobile.com/Uploads/2022/07/28/image-removebg-preview-12.png;trim.threshold=80;trim.percentpadding=0.5;width=250;height=150;mode=pad;paddingWidth=5;","Laptop Gaming Acer Nitro 5 AN515-57-5669","Giá HSSV","14,690,000 ₫","Giá lên đời từ","12,490,000 ₫","15,490,000 ₫","22,990,000 ₫","i5 - 11400H","8GB","512GB SSD","GTX 1650","15.6 inch","1920x1080","144Hz","2.2kg","15"
"https://hoanghamobile.com/laptop/laptop-asus-gaming-tuf-fx506lhb-hn188w-chinh-hang","https://cdn.hoanghamobile.com/Uploads/2022/07/18/image-removebg-preview-4_637937504590285666.png;trim.threshold=80;trim.percentpadding=0.5;width=250;height=150;mode=pad;paddingWidth=5;","Laptop ASUS TUF Gaming FX506LHB-HN188W","Giá HSSV","13,490,000 ₫","Giá lên đời từ","10,990,000 ₫","13,990,000 ₫","21,990,000 ₫","i5 - 10300H","8GB","512GB SSD","GTX 1650","15.6 inch","1920x1080","144Hz","2.3kg","13"
"https://hoanghamobile.com/laptop/laptop-asus-vivobook-s-14-flip-tn3402ya-lz192w-chinh-hang","https://cdn.hoanghamobile.com/Uploads/2023/10/13/tn3402ya-lz192w-1.png;trim.threshold=80;trim.percentpadding=0.5;width=250;height=150;mode=pad;paddingWidth=5;","Laptop ASUS Vivobook S 14 Flip TN3402YA-LZ192W","Giá HSSV","14,190,000 ₫","Giá lên đời từ","11,690,000 ₫","14,690,000 ₫","18,990,000 ₫","R5 - 7530U","16GB","512GB SSD","GPU tích hợp","14 inch","1920x1200","60Hz","1.5kg","14"
"https://hoanghamobile.com/laptop/laptop-lenovo-thinkpad-e14-gen-4-21e300e4vn-chinh-hang","https://cdn.hoanghamobile.com/Uploads/2023/10/12/21e300e4vn-1.png;trim.threshold=80;trim.percentpadding=0.5;width=250;height=150;mode=pad;paddingWidth=5;","Laptop Lenovo ThinkPad E14 Gen 4 - 21E300E4VN","Giá HSSV","16,890,000 ₫","Giá lên đời từ","14,390,000 ₫","17,390,000 ₫","24,990,000 ₫","i7 - 1255U","8GB","256GB SSD","GPU tích hợp","14 inch","1920x1080","60Hz","1.64kg","13"
"https://hoanghamobile.com/laptop/laptop-asus-vivobook-14-x1404za-nk300w-chinh-hang","https://cdn.hoanghamobile.com/Uploads/2023/11/16/nk300w-1.png;trim.threshold=80;trim.percentpadding=0.5;width=250;height=150;mode=pad;paddingWidth=5;","Laptop ASUS Vivobook 14 X1404ZA-NK300W","Giá HSSV","8,350,500 ₫","Giá lên đời từ","5,790,000 ₫","8,790,000 ₫","13,490,000 ₫","i3 - 1215U","8GB","256GB SSD","GPU tích hợp","14 inch","1920x1080","60Hz","1.40kg","15"
"https://hoanghamobile.com/laptop/laptop-lenovo-ideapad-3-15aba7-82sg007kvn-chinh-hang","https://cdn.hoanghamobile.com/Uploads/2023/05/04/82sg007kvn-1.png;trim.threshold=80;trim.percentpadding=0.5;width=250;height=150;mode=pad;paddingWidth=5;","Laptop Lenovo IdeaPad 5 15ABA7-82SG007KVN","Giá HSSV","10,390,000 ₫","Giá lên đời từ","7,890,000 ₫","10,890,000 ₫","17,490,000 ₫","R5 - 5625U","8GB","512GB SSD","GPU tích hợp","15.6 inch","1920x1080","60Hz","1.85kg","13"
"https://hoanghamobile.com/lap-top/xiaomi-redmibook-15-jyu4506ap-i5-11300h-8gb-512gb-ssd-15-6fhd","https://cdn.hoanghamobile.com/Uploads/2022/06/14/redmibook-1.png;trim.threshold=80;trim.percentpadding=0.5;width=250;height=150;mode=pad;paddingWidth=5;","Laptop RedmiBook 15 (JYU4506AP)","Giá HSSV","9,490,500 ₫","Giá lên đời từ","6,990,000 ₫","9,990,000 ₫","15,990,000 ₫","i5 - 11300H","8GB","512GB SSD","GPU tích hợp","15.6 inch","1920x1080","60Hz","1.8kg","12"
"https://hoanghamobile.com/laptop/macbook-air-m2-13-2022-16gb-256gb-chinh-hang-apple-viet-nam","https://cdn.hoanghamobile.com/Uploads/2022/06/07/mac-air-m2-stalight-1.png;trim.threshold=80;trim.percentpadding=0.5;width=250;height=150;mode=pad;paddingWidth=5;","MacBook Air M2 13.6"" (16GB/256GB) Apple Việt Nam","","","","","29,790,000 ₫","39,990,000 ₫","Apple - M2","16GB","256GB SSD","GPU tích hợp","13.6 inch","2560x1644","60Hz","1.24 kg","11"
"https://hoanghamobile.com/laptop/macbook-air-m2-15-inch-8gb-256gb-chinh-hang-apple-viet-nam","https://cdn.hoanghamobile.com/Uploads/2023/06/06/mba15-midnight-1.png;trim.threshold=80;trim.percentpadding=0.5;width=250;height=150;mode=pad;paddingWidth=5;","MacBook Air M2 15"" (8GB/256GB) Apple Việt Nam","","","","","26,990,000 ₫","","Apple - M2","8GB","256GB SSD","GPU tích hợp","15.3 inch","2880x1864","60Hz","1.51kg","11"
"https://hoanghamobile.com/laptop/macbook-air-m2-15-inch-8gb-512gb-chinh-hang-apple-viet-nam","https://cdn.hoanghamobile.com/Uploads/2023/06/06/mba15-silver-1.png;trim.threshold=80;trim.percentpadding=0.5;width=250;height=150;mode=pad;paddingWidth=5;","MacBook Air M2 15"" (8GB/512GB) Apple Việt Nam","","","","","35,450,000 ₫","","Apple - M2","8GB","512GB SSD","GPU tích hợp","15.3 inch","2880x1864","60Hz","1.51kg","12"
"https://hoanghamobile.com/laptop/macbook-pro-14-m3-8-core-cpu-10-core-gpu-8gb-512gb-chinh-hang","https://cdn.hoanghamobile.com/Uploads/2023/11/17/macbook-pro-14-m3-pro-max-silver-front_638358160997996238.png;trim.threshold=80;trim.percentpadding=0.5;width=250;height=150;mode=pad;paddingWidth=5;","MacBook Pro 14"" (M3/8-core CPU/10-core GPU/8GB/512GB)","","","","","36,990,000 ₫","","Apple - M3","8GB","512GB SSD","GPU tích hợp","14.2 inch","3024x1964","120Hz","1.55kg","11"
"https://hoanghamobile.com/laptop/laptop-acer-swift-x-sfx16-51g-50gs-i5-11320h-16gb-512gb-rtx3050ti-16-1fhd","https://cdn.hoanghamobile.com/Uploads/2022/10/03/image-removebg-preview-60.png;trim.threshold=80;trim.percentpadding=0.5;width=250;height=150;mode=pad;paddingWidth=5;","Laptop Acer Swift X SFX16-51G-50GS","Giá HSSV","16,690,000 ₫","Giá lên đời từ","14,490,000 ₫","17,490,000 ₫","27,990,000 ₫","i5 - 11320H","16GB","512GB SSD","RTX 3050Ti","16.1 inch","1920x1080","60Hz","1.9kg","14"
"https://hoanghamobile.com/laptop/laptop-hp-15s-fq5159tu-7c0s0pa-chinh-hang","https://cdn.hoanghamobile.com/Uploads/2023/09/05/7c0s0pa-1.png;trim.threshold=80;trim.percentpadding=0.5;width=250;height=150;mode=pad;paddingWidth=5;","Laptop HP 15s-fq5159TU (7C0S0PA)","Giá HSSV","15,390,000 ₫","Giá lên đời từ","12,890,000 ₫","15,890,000 ₫","20,590,000 ₫","i7 - 1255U","8GB","256GB SSD","GPU tích hợp","15.6 inch","1920x1080","60Hz","1.7kg","12"
"https://hoanghamobile.com/laptop/laptop-hp-pavilion-14-dv2069tu-7c0p1pa-i3-1215u-8gb-256gb-intel-graphics","https://cdn.hoanghamobile.com/Uploads/2023/01/05/image-removebg-preview-4.png;trim.threshold=80;trim.percentpadding=0.5;width=250;height=150;mode=pad;paddingWidth=5;","Laptop HP Pavilion 14 dv2069TU-7C0P1PA","Giá HSSV","10,490,000 ₫","Giá lên đời từ","7,990,000 ₫","10,990,000 ₫","14,990,000 ₫","i3 - 1215U","8GB","256GB SSD","GPU tích hợp","14 inch","1920x1080","60Hz","1.4kg","12"
"https://hoanghamobile.com/laptop/laptop-hp-envy-16-h0033tx-6k7f9pa-i9-12900h-16gb-512gb-rtx3060-16-0120hz","https://cdn.hoanghamobile.com/Uploads/2022/08/22/image-removebg-preview-3.png;trim.threshold=80;trim.percentpadding=0.5;width=250;height=150;mode=pad;paddingWidth=5;","Laptop HP Envy 16 h0033TX-6K7F9PA","Giá HSSV","48,490,000 ₫","Giá lên đời từ","45,990,000 ₫","48,990,000 ₫","59,990,000 ₫","i9 - 12900H","16GB","512GB SSD","RTX 3060","16 inch","2560x1600","120Hz","2.32kg","12"
"https://hoanghamobile.com/laptop/laptop-hp-envy-16-h0034tx-6k7g0pa-i7-12700h-16gb-512gb-rtx-3060-6gb-16-inch","https://cdn.hoanghamobile.com/Uploads/2022/08/22/image-removebg-preview-28.png;trim.threshold=80;trim.percentpadding=0.5;width=250;height=150;mode=pad;paddingWidth=5;","Laptop HP Envy 16 h0034TX-6K7G0PA","Giá HSSV","35,490,000 ₫","Giá lên đời từ","32,990,000 ₫","35,990,000 ₫","48,990,000 ₫","12700H","16GB","512GB SSD","RTX 3060","16 inch","2560x1600","120Hz","2.32kg","13"
"https://hoanghamobile.com/laptop/macbook-pro-14-m3-8-core-cpu-10-core-gpu-8gb-1tb-chinh-hang","https://cdn.hoanghamobile.com/Uploads/2023/11/17/macbook-pro-14-m3-pro-max-silver-front_638358160997996238.png;trim.threshold=80;trim.percentpadding=0.5;width=250;height=150;mode=pad;paddingWidth=5;","MacBook Pro 14"" (M3/8-core CPU/10-core GPU/8GB/1TB)","","","","","42,390,000 ₫","","Apple - M3","8GB","1TB SSD","GPU tích hợp","14.2 inch","3024x1964","120Hz","1.55kg","11"
"https://hoanghamobile.com/laptop/macbook-pro-14-m3-pro-11-core-cpu-14-core-gpu-18gb-512gb-chinh-hang","https://cdn.hoanghamobile.com/Uploads/2023/11/17/macbook-pro-14-m3-pro-max-space-black-front_638358163922166918.png;trim.threshold=80;trim.percentpadding=0.5;width=250;height=150;mode=pad;paddingWidth=5;","MacBook Pro 14"" (M3 Pro/11‑core CPU/14‑core GPU/18GB/512GB)","","","","","48,890,000 ₫","","Apple - M3 Pro","18GB","512GB SSD","GPU tích hợp","14.2 inch","3024x1964","120Hz","1.61kg","11"
"https://hoanghamobile.com/laptop/laptop-asus-vivobook-x415ea-ek2043w-chinh-hang","https://cdn.hoanghamobile.com/Uploads/2023/07/31/ek2043w-2.png;trim.threshold=80;trim.percentpadding=0.5;width=250;height=150;mode=pad;paddingWidth=5;","Laptop ASUS Vivobook X415EA-EK2043W","Giá HSSV","7,590,500 ₫","Giá lên đời từ","4,990,000 ₫","7,990,000 ₫","11,490,000 ₫","i3 - 1115G4","8GB","256GB SSD","GPU tích hợp","14 inch","1920x1080","60Hz","1.60kg","14"
"https://hoanghamobile.com/lap-top/xiaomi-redmibook-15-JYU4505AP-i3-1115G4-8gb-256gb-ssd-15-6fhd","https://cdn.hoanghamobile.com/Uploads/2022/06/14/redmibook-1.png;trim.threshold=80;trim.percentpadding=0.5;width=250;height=150;mode=pad;paddingWidth=5;","Laptop RedmiBook 15 (JYU4505AP) -  Chính hãng","Giá HSSV","7,590,500 ₫","Giá lên đời từ","4,990,000 ₫","7,990,000 ₫","12,990,000 ₫","i3 - 1115G4","8GB","256GB SSD","GPU tích hợp","15.6 inch","1920x1080","60Hz","1.8kg","14"
"https://hoanghamobile.com/laptop/macbook-pro-14-m3-pro-12-core-cpu-18-core-gpu-18gb-1tb-chinh-hang","https://cdn.hoanghamobile.com/Uploads/2023/11/17/macbook-pro-14-m3-pro-max-space-black-front_638358163922166918.png;trim.threshold=80;trim.percentpadding=0.5;width=250;height=150;mode=pad;paddingWidth=5;","MacBook Pro 14"" (M3 Pro/12‑core CPU/18‑core GPU/18GB/1TB)","","","","","56,990,000 ₫","","Apple - M3 Pro","18GB","1TB SSD","GPU tích hợp","14.2 inch","3024x1964","120Hz","1.61kg","11"
"https://hoanghamobile.com/laptop/macbook-pro-16-m3-pro-12-core-cpu-18-core-gpu-18gb-512gb-chinh-hang","https://cdn.hoanghamobile.com/Uploads/2023/11/17/macbook-pro-16-m3-pro-max-space-black-front.png;trim.threshold=80;trim.percentpadding=0.5;width=250;height=150;mode=pad;paddingWidth=5;","MacBook Pro 16"" (M3 Pro/12‑core CPU/18‑core GPU/18GB/512GB)","","","","","62,890,000 ₫","","Apple - M3 Pro","18GB","512GB SSD","GPU tích hợp","16.2 inch","3456x2234","120Hz","2.14kg","11"
"https://hoanghamobile.com/laptop/laptop-huawei-matebook-d-14-be-chinh-hang","https://cdn.hoanghamobile.com/Uploads/2023/09/12/mkt-matebook-d-14-be-product-image-gray-png-2-1.png;trim.threshold=80;trim.percentpadding=0.5;width=250;height=150;mode=pad;paddingWidth=5;","Laptop HUAWEI MateBook D 14 BE","Giá HSSV","8,540,500 ₫","Giá lên đời từ","5,990,000 ₫","8,990,000 ₫","12,990,000 ₫","i3 - 1215U","8GB","256GB SSD","GPU tích hợp","14 inch","1920x1200","60Hz","1.39kg","13"
"https://hoanghamobile.com/laptop/laptop-huawei-matebook-d-14-2023-i5-1240p-16gb-512gb-chinh-hang","https://cdn.hoanghamobile.com/Uploads/2023/07/21/mkt-matebook-d-14-product-image-silve-png-6.png;trim.threshold=80;trim.percentpadding=0.5;width=250;height=150;mode=pad;paddingWidth=5;","Laptop HUAWEI MateBook D 14 2023 (i5-1240P/16GB/512GB)","Giá HSSV","14,490,000 ₫","Giá lên đời từ","11,990,000 ₫","14,990,000 ₫","16,990,000 ₫","i5 -1240P","16GB","512GB SSD","GPU tích hợp","14 inch","1920x1200","60Hz","1.39kg","12"
"https://hoanghamobile.com/lap-top/laptop-huawei-matebook-d-15-amd-2021-8gb-512gb-chinh-hang","https://cdn.hoanghamobile.com/Uploads/2023/07/21/matebook-d-15-silver-id-image-png-7.png;trim.threshold=80;trim.percentpadding=0.5;width=250;height=150;mode=pad;paddingWidth=5;","Laptop HUAWEI MateBook D 15 AMD (8GB/512GB)","Giá HSSV","9,890,000 ₫","Giá lên đời từ","7,390,000 ₫","10,390,000 ₫","13,990,000 ₫","R7 - 5700U","8GB","512GB SSD","GPU tích hợp","15.6 inch","1920x1080","60Hz","1.56kg","14"
"https://hoanghamobile.com/laptop/macbook-pro-14-m2-pro-10-core-cpu-16-core-gpu-512gb","https://cdn.hoanghamobile.com/Uploads/2023/02/28/mabookpro14-gray-1.png;trim.threshold=80;trim.percentpadding=0.5;width=250;height=150;mode=pad;paddingWidth=5;","MacBook Pro 14"" (M2 Pro/10-core CPU/16-core GPU/16GB/512GB)","","","","","46,590,000 ₫","55,000,000 ₫","Apple - M2 Pro","16GB","512GB SSD","GPU tích hợp","14.2 inch","3024x1964","120Hz","1.6 kg","11"
"https://hoanghamobile.com/laptop/laptop-gaming-acer-nitro-5-tiger-an515-58-52sp-i5-12500h-8gb-512gb-rtx-3","https://cdn.hoanghamobile.com/Uploads/2022/09/22/image-removebg-preview-12.png;trim.threshold=80;trim.percentpadding=0.5;width=250;height=150;mode=pad;paddingWidth=5;","Laptop Gaming Acer Nitro 5 Tiger AN515-58-52SP","Giá HSSV","19,190,000 ₫","Giá lên đời từ","17,990,000 ₫","20,990,000 ₫","27,990,000 ₫","i5 - 12500H","8GB","512GB SSD","RTX 3050","15.6 inch","1920x1080","144Hz","2.5kg","14"
"https://hoanghamobile.com/pc/imac-24-m3-8-core-cpu-8-core-gpu-8gb-256gb-chinh-hang-apple-viet-nam","https://cdn.hoanghamobile.com/Uploads/2023/11/17/imac-24-in-green-pure-front-magic-keyboard-touch-id-green-mouse-green-screen-usen-1.png;trim.threshold=80;trim.percentpadding=0.5;width=250;height=150;mode=pad;paddingWidth=5;","iMac 24"" (M3/8‑core CPU/8‑core GPU/8GB/256GB) Apple Việt Nam","","","","","34,890,000 ₫","","Apple - M3","8GB","256GB SSD","GPU tích hợp","24 inch","4480x2520","60Hz","4.48kg","11"
"https://hoanghamobile.com/laptop/laptop-matebook-d16-12th-chinh-hang","https://cdn.hoanghamobile.com/Uploads/2022/07/28/image-removebg-preview-5.png;trim.threshold=80;trim.percentpadding=0.5;width=250;height=150;mode=pad;paddingWidth=5;","Laptop HUAWEI MateBook D 16 (i5-12450H/16GB/512GB)","Giá HSSV","16,290,000 ₫","Giá lên đời từ","13,790,000 ₫","16,790,000 ₫","23,990,000 ₫","i5 - 12450H","16GB","512GB SSD","GPU tích hợp","16 inch","1920x1200","60Hz","1.7kg","12"
"https://hoanghamobile.com/pc/imac-24-m3-8-core-cpu-10-core-gpu-8gb-256gb-chinh-hang-apple-viet-nam","https://cdn.hoanghamobile.com/Uploads/2023/11/17/imac-24-in-green-pure-front-magic-keyboard-touch-id-green-mouse-green-screen-usen-1.png;trim.threshold=80;trim.percentpadding=0.5;width=250;height=150;mode=pad;paddingWidth=5;","iMac 24"" (M3/8‑core CPU/10‑core GPU/8GB/256GB) Apple Việt Nam","","","","","41,990,000 ₫","","Apple - M3","8GB","256GB SSD","GPU tích hợp","24 inch","4480x2520","60Hz","4.48kg","11"
"https://hoanghamobile.com/pc/imac-24-m3-8-core-cpu-10-core-gpu-8gb-512gb-chinh-hang-apple-viet-nam","https://cdn.hoanghamobile.com/Uploads/2023/11/17/imac-24-in-green-pure-front-magic-keyboard-touch-id-green-mouse-green-screen-usen-1.png;trim.threshold=80;trim.percentpadding=0.5;width=250;height=150;mode=pad;paddingWidth=5;","iMac 24"" (M3/8‑core CPU/10‑core GPU/8GB/512GB) Apple Việt Nam","","","","","44,890,000 ₫","","Apple - M3","8GB","512GB SSD","GPU tích hợp","24 inch","4480x2520","60Hz","4.48kg","11"
"https://hoanghamobile.com/laptop/laptop-asus-vivobook-flip-14-tm420ua-ec182w-r7-5700u-8gb-512gb-pcie","https://cdn.hoanghamobile.com/Uploads/2022/10/24/image-removebg-preview-75.png;trim.threshold=80;trim.percentpadding=0.5;width=250;height=150;mode=pad;paddingWidth=5;","Laptop Asus VivoBook Flip 14 TM420UA-EC182W","Giá HSSV","13,890,000 ₫","Giá lên đời từ","11,390,000 ₫","14,390,000 ₫","20,490,000 ₫","R7 - 5700U","8GB","512GB SSD","GPU tích hợp","14 inch","1920x1080","60Hz","1.5Kg","14"
"https://hoanghamobile.com/laptop/macbook-pro-14-m2-pro-12-core-cpu-19-core-gpu-1tb","https://cdn.hoanghamobile.com/Uploads/2023/02/28/mabookpro14-gray-1.png;trim.threshold=80;trim.percentpadding=0.5;width=250;height=150;mode=pad;paddingWidth=5;","MacBook Pro 14"" (M2 Pro/12-core CPU/19-core GPU/16GB/1TB)","","","","","57,890,000 ₫","65,000,000 ₫","Apple - M2 Pro","16GB","1TB SSD","GPU tích hợp","14.2 inch","3024x1964","120Hz","1.6 kg","11"
"https://hoanghamobile.com/laptop/laptop-lenovo-ideapad-3-15aba7-82rn006yvn-r7-5825u-8gb-512gb-15-6fhd-w11h","https://cdn.hoanghamobile.com/Uploads/2022/10/03/image-removebg-preview-44.png;trim.threshold=80;trim.percentpadding=0.5;width=250;height=150;mode=pad;paddingWidth=5;","Laptop Lenovo IdeaPad 3 15ABA7 - 82RN006YVN","Giá HSSV","11,390,000 ₫","Giá lên đời từ","8,890,000 ₫","11,890,000 ₫","17,490,000 ₫","R7 - 5825U","8GB","512GB SSD","GPU tích hợp","15.6 inch","1920x1080","60Hz","1.63kg","12"
"https://hoanghamobile.com/pc/mac-mini-m2-8-core-cpu-10-core-gpu-8gb-256gb-chinh-hang","https://cdn.hoanghamobile.com/Uploads/2023/03/13/group-10.jpg;trim.threshold=80;trim.percentpadding=0.5;width=250;height=150;mode=pad;paddingWidth=5;","Mac mini M2 (8-core CPU/10-core GPU/8GB/256GB) - Chính hãng Apple VN","","","","","14,890,000 ₫","17,990,000 ₫","","","","","","","","","6"
"https://hoanghamobile.com/pc/mac-mini-m2-8-core-cpu-10-core-gpu-8gb-512gb-chinh-hang","https://cdn.hoanghamobile.com/Uploads/2023/03/13/group-11.jpg;trim.threshold=80;trim.percentpadding=0.5;width=250;height=150;mode=pad;paddingWidth=5;","Mac mini M2 (8-core CPU/10-core GPU/8GB/512GB) - Chính hãng Apple VN","","","","","19,590,000 ₫","23,990,000 ₫","","","","","","","","","6"
"https://hoanghamobile.com/laptop/laptop-asus-vivobook-pro-m3500qc-l1105t","https://cdn.hoanghamobile.com/Uploads/2024/06/10/vivobook-pro-m3500qc-l1105t-7.png;trim.threshold=80;trim.percentpadding=0.5;width=250;height=150;mode=pad;paddingWidth=5;","Laptop ASUS VivoBook Pro M3500QC-L1105T","Giá HSSV","18,990,000 ₫","Giá lên đời từ","16,490,000 ₫","19,490,000 ₫","26,490,000 ₫","R5 - 5600H","8GB","512GB SSD","RTX 3050","15.6 inch","1920x1080","60Hz","1.65kg","7"
"https://hoanghamobile.com/laptop/laptop-gaming-msi-thin-15-b12ucx-1419vn","https://cdn.hoanghamobile.com/Uploads/2024/06/19/msi-thin-15-b12ucx-1419vn.png;trim.threshold=80;trim.percentpadding=0.5;width=250;height=150;mode=pad;paddingWidth=5;","Laptop Gaming MSI Thin 15 (B12UCX-1419VN)","Giá HSSV","16,390,000 ₫","","","16,890,000 ₫","18,990,000 ₫","i7 - 12450H","8GB","512GB SSD","RTX 2050","15.6 inch","1920x1080","144Hz","1.86kg","9"
"https://hoanghamobile.com/laptop/laptop-dell-inspiron-16-5640-71035923","https://cdn.hoanghamobile.com/Uploads/2024/06/07/laptop-dell-inspiron-16-5640-71035924.png;trim.threshold=80;trim.percentpadding=0.5;width=250;height=150;mode=pad;paddingWidth=5;","Laptop Dell Inspiron 16 5640 (71035923)","Giá HSSV","22,490,000 ₫","Giá lên đời từ","19,990,000 ₫","22,990,000 ₫","29,990,000 ₫","I5 - 120U","16GB","1TB SSD","GPU tích hợp","16 inch","1920x1200","60Hz","2.14kg","11"
"https://hoanghamobile.com/laptop/laptop-dell-inspiron-14-5440-n4i5211w1","https://cdn.hoanghamobile.com/Uploads/2024/05/28/dell-inspiron-14-9.png;trim.threshold=80;trim.percentpadding=0.5;width=250;height=150;mode=pad;paddingWidth=5;","Laptop Dell Inspiron 14 5440 (N4I5211W1)","Giá HSSV","21,890,000 ₫","","","22,390,000 ₫","23,990,000 ₫","i5 - 120U","16GB","512GB SSD","GPU tích hợp","14 inch","1920x1200","60Hz","1.67kg","7"
